shoeId,shoeBrand,shoeCategory,shoeColour,shoeImage,shoePrice
108,Ramon Tenza,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/9ad1a52d-d737-4033-9617-635a9b98837e_1.b5ec85a704f09f22ed8180fe2ef89c35.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,185
109,Sunny Feet,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Pink,https://i5.walmartimages.com/asr/cc9bc8c0-7b0d-44da-b0cb-0d6bffe70849_1.faeb9f82a5dede331f090effbc1ed4af.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,13
110,Moda Essentials,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/dbf90898-afe1-4c50-b696-67318b004277_1.aff48a70dfa3ed61fda7e1414a92ed05.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,80
111,IM Link,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing","Ivory,Light Pink",https://i5.walmartimages.com/asr/726e100e-17e3-467e-a932-7ac4e17eace6_1.dc19301dabbda547addebaa98bdf073e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,42.95
112,Mix No 6,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Beige,https://i5.walmartimages.com/asr/9f4c23b3-c1a7-413d-9bdc-3160e08a2dd7_1.2d4b1ababc96be701b9c61f0b7be4e6f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,5.99
113,FIC,"Flats,Shoes,Women's Shoes,FIC",Blue,http://ak1.ostkcdn.com/images/products/10201484/Blue-Espadrille-Folding-Shoes-49e83352-270e-4edb-84a4-9d6b01fd4dd7_80.jpg,27.99
114,Matt Bernson,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Blue,https://i5.walmartimages.com/asr/ddc51625-ff7c-466f-9a9b-f1d722e28e20_1.4c46357f19bf98eb918f2b66efbadd7c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,129
115,XOXO,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Black,Tan","https://i5.walmartimages.com/asr/00b82849-86f2-4f57-ac60-abe1d81f2c58_1.473f17ac9dcccdfae59512da1d93fd86.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,http://i5.walmartimages.com/dfw/dce07b8c-1606/k2-_574ec1ef-6bae-43fb-a719-9fd0e1f02d06.v3.jpg",59
116,Chinese Laundry,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Blue  Multi,Brown  Multi",https://i5.walmartimages.com/asr/36ada8f7-94d6-40bf-9f04-8e627b61db7f_1.8b8e19e849033b0c69f3ec18600b50af.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,119.95
117,Gameday Boots,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/fe4f826a-eded-42ec-a3bc-afe179a155a4_2.28a6e3a6f5c0b617621e889a8f3e678b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,119
118,MELLOW WALK,"Shoes,Women's Boots,Clothing,Women's Shoes",BlackBlack,https://i5.walmartimages.com/asr/4a87aafc-03d2-4b0f-94f2-d1434fa61bd3_1.9ea7cb16004be913e5d9352832261df6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,118.76
119,Modern Rush,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Silver,https://i5.walmartimages.com/asr/0282f2cd-e93c-4ac2-991b-4f6a86f383e5_1.237d86dfefeedaeb7ea372e1c7bfe931.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,45
120,Enzo Angiolini,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Natural,Red Patent",https://i5.walmartimages.com/asr/d9cf167c-20f8-4256-903f-373c88d0032f_1.07b1101d2bfbcf5da29a4354acb0c515.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,89.99
121,bar III,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Blue,Dark Tan,Brown,Blue Wing Teal",https://i5.walmartimages.com/asr/345abd4d-1588-4c1f-81f6-e7b2dcd526f6_1.4bd3300da6c2ecca3d4da2163f0b65cd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,43.89
122,Luo Luo,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Black,Brown,Coral,Gray,Turqoise",https://i5.walmartimages.com/asr/02b95f99-871e-4fe5-95b6-d5bc4c457bb0_1.fa10edec7ceaaea43173363f4c1697a1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,29.5
123,Belle Sigerson Morrison,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Gray,https://i5.walmartimages.com/asr/854d7782-8f70-4cde-adf9-ea34a5b2bed8_1.d6ca4fa2e946bc6caaa5d6736c8c7948.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,240
124,SummitFashions,"Women's Sandals,Shoes,Women's Shoes,Clothing",Yellow,https://i5.walmartimages.com/asr/e81ede8f-001d-4ff1-92b0-d5f2678103d3_1.5ee2a0cf6c0da62ec32beb9c7882045a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,60.99
125,Lugz,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Golden WheatCreamBarkGum Thermabuck,https://i5.walmartimages.com/asr/f5ae294e-6fc7-4b97-b530-61de5ec3a8fa_1.815bf65186a2215c581c2603d1ad56ff.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,70.95
126,Seychelles,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/24eb6302-bb87-4b37-a5a6-32dfd64a1541_1.d100c5361d42328a857a5d1ac9bd98e8.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,70
127,Heavenly Comfort,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black,https://i5.walmartimages.com/asr/e234e7f0-479a-474f-9522-1a9da261db93_1.50c82ee03c0bad296e84788e04d9cae2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,69
128,Vionic,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Grey Leopard,Natural Snake,Tan Leopard",https://i5.walmartimages.com/asr/f73d09cd-bcbd-4407-add1-39151d9b8885_1.a41adc0a34763ba36f026ada4d70764a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,129.95
129,Famous Name Brand,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Beige,https://i5.walmartimages.com/asr/ae7eccd1-12c7-4c62-b7bd-12be1005dbce_1.773f43f4b833fdad3ddb30be684916c1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,14.99
130,VIA PINKY,"Flats,Shoes,Women's Shoes,Clothing,All Women's Shoes","Beige,Black,Blue,Pink,Yellow",https://i5.walmartimages.com/asr/ceaea2d7-0367-495f-9ffe-8690be6ddd48_1.060b2ac184750a78f65b6e5267b12b4d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,25.99
131,Isaac Mizrahi,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Gray,https://i5.walmartimages.com/asr/dee3cdaf-2505-4012-ae82-5f7e4c92a6a9_1.687f0263db5c1800ea48e147a28f168b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,135
132,Tsubo,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Orange,Red",https://i5.walmartimages.com/asr/b47194eb-b691-42ea-a5f8-13302df29675_1.46d85ba70c65842c97327a2f466c6c9d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,100
133,Cole Haan,"Clothing,Shoes,Women's Shoes,Women's Casual Shoes","Gold Metallic,Marble Ivory",https://i5.walmartimages.com/asr/3f66c3b7-5869-4e77-a442-05f6b5b43b7a_1.72705cbe32b9df21ffd485f3a792887b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,198
134,Mizuno,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Purple,https://i5.walmartimages.com/asr/85252d2d-844f-465a-bbb3-d83019ab6577_1.e8717442263da992d258c2c0ca5019d9.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,120
135,Donald J Pliner,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/16092fd4-5c14-414d-865a-4bc8356ca552_1.ee0202e386740f4cd07db7a6961a1d14.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,198
136,Allegra K,"Shoes,Women's Shoes,Clothing,All Women's Shoes","White,Black,Pink",https://i5.walmartimages.com/asr/002fd92f-73e4-40db-8ae1-29ce17e541f6_1.8b9ca1dd01e8e13dec5e857b8b40449a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,71.99
137,Fidji,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,https://i5.walmartimages.com/asr/88bf666d-f7c0-4370-8ff6-e6ff405f4d58_1.e721a75e6f0c270224cea94879644d97.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,189
138,Tredsafe,"Shoes,Clothing,Women's Shoes,All Women's Shoes","Black,Grey",https://i5.walmartimages.com/asr/963e8325-6d8b-4bcb-9b57-769d58b46151_1.b559bebeb7c7647721393a1be1257340.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,22.68
139,INC International Concepts,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black,https://i5.walmartimages.com/asr/1b6276bf-5f0d-45d3-961c-b27e3d619994_1.9c42b461cc07aed21f5082b55cd55d18.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,60
140,Sandal King,"Women's Sandals,Shoes,Clothing,Women's Shoes","Blue,Black,Pink,Clear,Silver",https://i5.walmartimages.com/asr/c555222f-f7a6-46e1-a947-506fe47dea42_1.7c6bb07edb95bad287e691e52a2f68d7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,6.95
141,Gabor,"Sandals,Shoes,Women's Shoes,Clothing,All Women's Shoes","Black Nubuck,Silk Nubuck",https://i5.walmartimages.com/asr/6e105dbc-a509-4d67-ae04-24ed6ccb8f67_1.11e9ed5996340efafc677904c342b6b8.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,188.95
142,Rock & Candy,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,https://i5.walmartimages.com/asr/fe724e51-d599-4192-854e-88c11ef99eeb_1.0da4d7763e829c91f23bb4567fb60d8f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,28.99
143,Bernie Mev,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Lapis,Marble",https://i5.walmartimages.com/asr/26af2868-ee0e-4af4-ba61-7a1c1cb313da_1.8121cb2cc0f411509df7bdd6eb3254d8.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,64.94
144,Charades,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multi-Colored,https://i5.walmartimages.com/asr/1c16951b-67a7-460f-b65a-7ce8795f4571_1.023df36ee9c88cb2567a06f78cfde860.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,23.44
145,Bogs,"Shoes,Clothing,Women's Shoes,All Women's Shoes","White,Black,Sky Blue,Chalk,Pink,Dark Blue,Plum",https://i5.walmartimages.com/asr/71a2b7fe-8d4a-4e7a-a67b-69363af4fcd5_1.2f7f510be2ad1455bf547709ac6ea2c2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,54.95
146,Infinity,"Flats,Shoes,Women's Shoes,Infinity",Silver,http://ak1.ostkcdn.com/images/products/11160755/Memoi-Womens-Sequin-Flip-Flat-1b94b4eb-6a57-452c-9440-3b7d4bfc445e_80.jpg,31.99
147,The Highest Heel,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Black,Silver",https://i5.walmartimages.com/asr/49284726-2aef-48b8-aa32-cf10d3ff358f_1.8aec10771591e7c61bae1bbeed17cce2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,70.99
148,Adrienne Vittadini,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,https://i5.walmartimages.com/asr/b2b2f762-7044-435f-ba0c-e782aa312034_1.4eebc0ad68f1e85aeb2302ff8fedb262.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,79
149,Reiker,"Women's Sandals,Shoes,Women's Shoes,Clothing",Pistachio,https://i5.walmartimages.com/asr/c5e5bf0e-a79e-4fbd-ba0c-b52c37016ad0_1.de1c766acf2318d464b5ef7405786346.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,76.8
150,Mia Heritage,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Beige,"https://i5.walmartimages.com/asr/9b3ae7d1-0d94-4ae3-a832-c21746daecc0_1.b01dec5da13c9203a0b950d15b8a977c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,http://i5.walmartimages.com/asr/e13124cc-c293-435b-917c-075d89a65e47_1.be594609ff48b6a4b29934165875f732.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF",80
151,Celeste,"Heels,Shoes,Women's Shoes,Celeste","Black,Purple,White,Black Purple White",http://ak1.ostkcdn.com/images/products/9821097/Nytha-Womens-BonBon-Satin-Bow-Crystal-High-Heels-0e4d2bb7-bc54-4bf1-9e47-4fe6a080af2b_80.jpg,27.44
152,DbDk Fashion,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/3df2f385-5454-4637-8ccf-45fc2d92d563_1.d5acc7521fbe631a40fda373269416dc.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,60
153,Bloch,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Black,Natural",https://i5.walmartimages.com/asr/05149cdf-86b5-4736-b0b5-e8fb20fb8013_1.b1cfba45e906c3f60ca9e07f209d6571.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,101.9
154,Vybe,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/06ab8ead-8f68-4b50-af50-43f30e19ba60_1.9707e9749fa1b4089dcfb5a37585bf99.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,70
155,MUDD,"Shoes,Women's Shoes,Women's Sandals",Black,http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_228001901,45
156,Corral,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Pink,https://i5.walmartimages.com/asr/0d722eb3-bc7e-4c14-b100-2f0df54ab222_1.c98390abab63f569ccc751cdb1ea533a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,270
157,G.H. Bass & Co.,"Shoes,Women's Boots,Women's Shoes,Clothing","Whiskey,Griffin",https://i5.walmartimages.com/asr/cfee1cf6-4652-415c-9d9a-0c6906ab14cd_1.fa9fe7bfb7b396fbfe4cf7a8db6c2ab6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,54.99
158,Naya,"Women's Casual Shoes,Shoes,Clothing,Women's Shoes",Latte Beige,https://i5.walmartimages.com/asr/94fc5a60-5b47-435e-abb6-545f0025dca6_1.c195c39c1bc4083c68a773018a19fa4a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,38.65
159,De Blossom Collection,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Gold,https://i5.walmartimages.com/asr/fb79dbad-ddf0-4996-a304-adfa5f72e9bd_1.f12f1373fa5f5cd199768ecc8a83b12a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,45
160,Jambu,"Shoes,Clothing,Women's Shoes,All Women's Shoes,Other Slip-Ons",GreySteel Blue RubberMesh,https://i5.walmartimages.com/asr/914852f0-5595-4d27-9562-4c69540003e1_1.9c613b1c729f11adb3faec9adad5401c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,99
161,Dearfoams,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Black,Fresh Pink,Light Heather Grey",https://i5.walmartimages.com/asr/7bd58eaa-66ec-464d-ae4c-fac4c2af9c79_1.f330603bb307868627d46f0839c3652f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,26
162,Birki's,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Wild Rose Nubuck,https://i5.walmartimages.com/asr/be1463b8-dbde-46a4-a218-eb315e7153c3_1.a0a4e671ebfdf76ecf4909c087bf643b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,90
163,Celebrity Pink,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Beige,https://i5.walmartimages.com/asr/7f4780e8-e26f-457d-87c6-d93e9cb036d0_1.ebad92aaeecd5fddfc5e2fee09e93d81.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,16.99
164,Mark Lemp By Walking Cradles,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,https://i5.walmartimages.com/asr/13dc1568-ba3c-4a73-98a7-dcb382fa0e34_1.fe144265757262310013317079887c7a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,80
165,Grazie,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,https://i5.walmartimages.com/asr/37edf07a-1810-4ea3-af3b-f942d5eb3739_1.b5dcbbc484de032f5cede40efd79e156.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,65
166,G Antini,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Silver,http://i5.walmartimages.com/asr/b3f7c3cf-1a6a-4466-8a36-bd34e032434b_1.24c041723bd660cb403b0cb9fb6e192e.jpeg?odnHeight=450&odnWidth=450,58.99
167,All Black,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Beige,https://i5.walmartimages.com/asr/193af19f-f1c6-4863-adc4-08fcdef588c2_1.c458255d125a7bc3e243f29fbf72eab2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,195
168,Ralph Lauren Denim Supply,"Shoes,Women's Boots,Women's Shoes",Brown,http://c.shld.net/rpx/i/s/pi/mp/31583/prod_5437027930?src=http%3A%2F%2Fi1321.photobucket.com%2Falbums%2Fu552%2Fsave50offcom%2FWomensUse%2FShoes%2FRalphLauren%2F2013%2F122713DenimSupply%2FIMG_0187_zpsf220a5ed.jpg%7Eoriginal&d=cfa7dc1b8c06a141fc5ef3993d7447affc31e271,129
169,ADI,"Boots On Sale,Shoes,Women's Shoes,ADI,Boots","Black,Brown,Grey,Pink,Beige,White",http://ak1.ostkcdn.com/images/products/2691136/Journee-Collection-Womens-Cold-weather-Mid-calf-Boot-01161cc5-922b-49dc-9654-193c3d856d3b_80.jpg,39.99
170,GX by Gwen Stefani,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,https://i5.walmartimages.com/asr/87534221-4b61-420d-bc72-fd8194002a3b_1.af58cdb4572afb8d353edde13469408e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,110
171,Carrini,"Shoes,Clothing,Women's Shoes,All Women's Shoes","Black,Wheat",https://i5.walmartimages.com/asr/4d36d11d-f0ba-4b1d-87e1-002299d7da4d_1.bc35d8b1fd932985c1497441e60ea808.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,38.88
172,Mezzo,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Silver,https://i5.walmartimages.com/asr/89febd54-95dd-4994-8b34-11c7405e726b_1.9ef92e648285d62e344ec466ae7bca71.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,95
173,I HEART COLLECTION,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Black,Bronze,Silver",https://i5.walmartimages.com/asr/ebd01635-371a-4e5f-aa09-3cb1b94b2d9c_1.dd75888ed5d5afe67dd0f81b5070ed3a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,25.49
174,Wild Pair,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Green,https://i5.walmartimages.com/asr/e044803f-2001-473f-9337-6768652cddfa_1.6dcfa7b46bcd8942478797fc542afa0b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,40
175,Op,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Natural,Chambray","https://i5.walmartimages.com/asr/404cdff9-424b-421e-845e-611880205a78_1.a7c44ede666d9578eeb089d81f0fa93f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/56fa0cb4-9fb6-4f19-9a49-fbd57da8ad2b_1.2dd6d1c33d0aade25051b2674f8ae0aa.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF",7.98
176,Dizzy,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Blue,https://i5.walmartimages.com/asr/b684a844-9a62-473a-a012-4f6c30f2e0ad_1.e410e56764762bb405bb900ec894957a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,25
177,Luxury Rebel,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/8a88cffe-71d7-49c6-93e9-119eec7036da_1.c4f8138a9cc6df420b03d08ae16e8fb4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,220
178,FLA Orthopedics,"Clothing,Shoes,Women's Shoes,All Women's Shoes,Women's Casual Shoes",Multicolor,https://i5.walmartimages.com/asr/902b76e3-1a64-4133-8660-61a7725aab70_1.e000fa16ad22bfdafff114791d482dc7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,42.17
179,Bordello,"Heels,Shoes,Women's Shoes","Black,Blue,Ivory,Pink,Purple,Red,Silver",http://ak1.ostkcdn.com/images/products/8749644/Bordello-Womens-Bella-12R-Satin-Peep-toe-Pumps-3f361ae9-d0fa-40ff-8c72-a08b736b596e_80.jpg,78.95
180,DailyShoes,"Clothing,Shoes,Women's Shoes,Women's Boots","Beige Pu,Black Pu,Blue Denim,Blue Pu,Brown Pu,Camouflage Cv,Hot Pink Pu,Ivory White Pu,Orange Pu,Purple Pu,Red Pu,Tan Pu,Zebra Pu",https://i5.walmartimages.com/asr/c6942126-63a0-487b-a69c-14c0cfd6cea6_1.7ec9a5743f611ed833bec6a1c032c575.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,19.99
181,Isotoner,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Smokey Taupe,Black,Charcoal Heather Grey",https://i5.walmartimages.com/asr/f32b332d-3032-4329-9219-95778435b800_1.56d2578a97cdc5a60c1b0f4cd7e1b1df.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,26
182,Anna,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Beige,https://i5.walmartimages.com/asr/513bfada-e4b0-43b9-903d-f6ba749c4112_1.2201cc188419b7b09b096d160e65e5f3.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,39
183,Liz Claiborne,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,"http://i5.walmartimages.com/asr/21b4fe78-92ce-48b8-af98-dc9ed369540e_1.0729adf1d148ffd434cb5dc4b97d5148.jpeg?odnHeight=450&odnWidth=450,https://i5.walmartimages.com/asr/161cd2b3-7860-4202-add0-6bd412e79464_1.e544d666d4dbc90181f21c27d7f699b4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF",90
184,Patrizia by Spring Step,"Women's Sandals,Shoes,Women's Shoes,Clothing","White,Red,Turquoise,Pewter,Gold Metallic,Beige",https://i5.walmartimages.com/asr/7042421e-74f2-438f-acc4-2363e8e12907_1.ed0d38b3f26e406f0196ff0e48bb691c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,43.84
185,SHOES OF SOUL,"Women's Sandals,Shoes,Clothing,Women's Shoes,All Women's Shoes","Nude,Tan,Black",https://i5.walmartimages.com/asr/9ada7cf8-5b87-46e3-8820-8e8cee36f76c_1.7b21de2a15b77fbaafc21d5a55e47ec2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,23.8
186,Fitflop,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Antique White,Bronze,Gold,Pewter",https://i5.walmartimages.com/asr/beabb58d-ebb1-400d-abc6-4d4b704cd028_1.401f73e0e11be38f6584401c5da5111d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,90
187,BOOROO,"Shoes,Women's Boots,Clothing,Women's Shoes,All Women's Shoes",Black,"https://i5.walmartimages.com/asr/9e156af7-b651-4c7b-8126-2d997b37f975_1.b9aaf003baf45237137748b2ce63ace5.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,http://i5.walmartimages.com/dfw/dce07b8c-861e/k2-_049a57a6-8382-461d-8477-63b9c35b8518.v1.jpg",125
188,Re-Sole,"Women's Casual Shoes,Shoes,Clothing,Women's Shoes",Birds,https://i5.walmartimages.com/asr/b7359803-4dc2-4112-afa8-56911a1e5b23_1.b08a976d92c2d4a99af6d636b807f5e0.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,23.99
189,FERGIE,"Clothing,Shoes,Women's Shoes,All Women's Shoes,Espadrilles",Nude,http://i5.walmartimages.com/asr/1b52fffa-07ea-4e25-b13c-b8b00da07194_1.100574abf3d2fac69b6f7030364cfaef.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,99.95
190,GROOVE,"Clothing,Shoes,Women's Shoes,Women's Casual Shoes","Black Cheetah Lace,Natural Cheetah Lace,Splash Cheetah Lace",https://i5.walmartimages.com/asr/df74ffe2-6a7c-4a87-90ca-e21b348373d9_1.9a7b42e65dc3b51cda17ba8c9514e348.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,32.99
191,Bernie Mev.,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,"http://i5.walmartimages.com/asr/1ae315b9-490d-4b01-b4b6-90e2f59c1074_1.d9fd0cef56c2e83156fa3d5a7932b649.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/9bb19f10-349a-4d89-a471-08446c18158c_1.8c9eddaffc99780bc4e6f042e42fdae4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF",80
192,Lucchese,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Black  White,Tan  Coral",https://i5.walmartimages.com/asr/ca911692-1d9b-4013-b7cb-17a729eee92d_1.d20f04607cbee458906eec8396dc4e99.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,299
193,Kendall + Kylie,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Beige,https://i5.walmartimages.com/asr/a2f9f78e-db86-4edd-81bb-a357979ff239_1.8cce98f5bda07d231291f5acbf2f16d4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,64.99
194,ShoeVibe,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Brown,"https://i5.walmartimages.com/asr/29df86a2-872a-44ef-9181-59aa070d85f7_1.3240f552d2655bb5934776fa8eb85770.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/176bfc81-3d45-43f4-8b9d-f7c0fa4b8d7c_1.b0ac1924b12e459119c75e227b0c6f56.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF",35
195,Miz Mooz,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Whiskey,https://i5.walmartimages.com/asr/5abf7086-23ff-468e-8a87-7ffdad50183d_1.528c7a11034bcef42847a5b7a118eff7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,219.95
196,Fahrenheit,"Heels,Shoes,Women's Shoes,Fahrenheit","Black,Blue,Pink",http://ak1.ostkcdn.com/images/products/9770469/Fahrenheit-Womens-Brenda-03-Ankle-Strap-with-Buckle-Pointy-Toe-Heels-05975a62-0b44-4cfc-844f-abcffb3f3907_80.jpg,43.49
