shoeId,shoeBrand,shoeCategory,shoeColour,shoeImage,shoePrice
118,Caterpillar,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Other,https://i5.walmartimages.com/asr/40c60d3c-0d13-4c57-bd0d-5d8a80352bb0_1.1dbbf86f2c8b3599e39222613613545e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,69.95
119,Penny Loves Kenny,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,https://i5.walmartimages.com/asr/35dfc747-5b66-453d-aa32-7108bda923d4_1.9e160429cc47ea1bb171cdecc1d39906.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,69
120,Array,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Gray,https://i5.walmartimages.com/asr/67cd9dba-60fc-431c-a36e-41d94586206a_1.8f95cb372bd2e9f5a0f3446ac88b64cf.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,94
121,G.I.L.I.,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Gray,https://i5.walmartimages.com/asr/081ec4c2-86d8-4239-9ba8-50dd85f94aff_1.153b3fa31bac01743de177181c4eab31.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,149
123,Dolce by Mojo Moxy,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,https://i5.walmartimages.com/asr/6def3064-8575-42fe-abcb-fc64ae45792b_1.b7dad2a6304b862c062890fdaade2353.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,50
124,Anne Klein,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,https://i5.walmartimages.com/asr/d173c2cc-0fb4-4fbf-b178-40db760a15d5_1.65dbf7f61bc4433a20b6dd97f9568fc0.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,169
125,Lucky Brand,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Gray,https://i5.walmartimages.com/asr/55de9719-cc8e-4598-b16c-8533a034b2df_1.a36f160f203e28048f5d186d53fb2721.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,79
126,Trina Turk,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Orange,Red",https://i5.walmartimages.com/asr/95cbfd4f-b1f6-478f-bbbe-fac30f41e9ae_1.6bb2ab2f3db12f88be3c5d91a2866f9e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,258
128,PUMA,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Green,https://i5.walmartimages.com/asr/3be00380-fef1-42c4-9c02-aaa3778c5b9a_1.3f9724b5327d93c0b0490670d95bef09.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,75
129,Boreal,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Olive,https://i5.walmartimages.com/asr/fc4d745b-6087-4d3a-bc64-35035375a055_1.4435f8ce9a05cfb6b84b3509d1b01f3d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,129
130,Hush Puppies,"Clothing,Shoes,Women's Shoes,Women's Casual Shoes",Bone Cloud,https://i5.walmartimages.com/asr/90eb1a37-25f4-4cb6-9a99-2c4d61e2ff4b_1.98d1ed845f6fac8c79781f591f8f8a49.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,28.99
131,Brianna Leigh,"Shoes,Women's Shoes,Clothing,All Women's Shoes",White,https://i5.walmartimages.com/asr/c695a3cf-7a4b-47fe-87b0-2785e7cc5070_1.38e4362da223c32bf1ad465f598e8114.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,133
132,GUESS,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Light Natural Leather,Dark Natural,Beige,Brown",https://i5.walmartimages.com/asr/b1065911-65b6-4896-91c0-10d753c09e35_1.aa5cc654595371fa4304720e53fb97a9.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,50.59
133,Unbranded,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Grey,https://i5.walmartimages.com/asr/48f1dff1-4785-4cc5-a669-4f79d4a7991c_1.bf64f4aea1d7a15240a88421dde657ac.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,29.84
135,Walking Cradles,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/6c3c5062-7f03-4684-9128-5a831ad3f8ec_1.92cf84a08a80837a981f577e823c8f2a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,100
136,Mo Mo,"Shoes,Clothing,Women's Shoes,All Women's Shoes","Ivory,Black",https://i5.walmartimages.com/asr/ef64ff56-ade5-430f-a450-c24880cba49f_1.1d12c618ca987dc943206cf1ab2a8087.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,26.25
138,Splendid,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Orange,https://i5.walmartimages.com/asr/4b9539ee-a479-44b6-b98c-2f25b6b49791_1.02db8fea8c849c3b33471f93e9d6db0d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,49
140,T K,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Black,https://i5.walmartimages.com/asr/89cc618d-ccf5-48cd-8839-e97d7f8078e4_1.6f0edd4c6d2083a76a0d790455c49cd9.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,59.99
141,McRae Industrial,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Tan Turquoise,https://i5.walmartimages.com/asr/83af6be9-2644-48a3-9c2e-ee9ce9bd1c9c_1.1067f99ecca3f365660cf21e48ee4ca7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,57
142,Callisto,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Orange,https://i5.walmartimages.com/asr/3f0914cd-083d-4d42-8a1b-4bc388e98160_1.60f4b1c9ebbef245e16e63702cd708d9.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,69
143,Elie Tahari,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Green,https://i5.walmartimages.com/asr/3c28c406-95fa-43a6-8d46-f04e7043d836_1.06e7eb2e5ea732ca4471424a0831a121.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,149
144,Rebecca Minkoff,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Green,https://i5.walmartimages.com/asr/a0be2348-a7cf-42c9-b27f-b054bb908c80_1.f580442aadb523a6005c276ae936e336.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,200
145,Stuart Weitzman,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",Fossil,https://i5.walmartimages.com/asr/7fb9350e-b132-4eb7-9b6d-2e3243df0de3_1.9ebf7e2720a8b48cd736f40f9956fd18.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,169.99
146,Woolrich,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Green Ombre Wool,https://i5.walmartimages.com/asr/5e87c4aa-cc58-4dc8-827c-6d5f1d4d29c5_1.fe3ccb86462579dd40c3c552ec5aa5cc.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,80
147,Ramon Tenza,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/9ad1a52d-d737-4033-9617-635a9b98837e_1.b5ec85a704f09f22ed8180fe2ef89c35.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,185
150,Sunny Feet,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Pink,https://i5.walmartimages.com/asr/cc9bc8c0-7b0d-44da-b0cb-0d6bffe70849_1.faeb9f82a5dede331f090effbc1ed4af.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,13
151,Moda Essentials,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/dbf90898-afe1-4c50-b696-67318b004277_1.aff48a70dfa3ed61fda7e1414a92ed05.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,80
152,IM Link,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing","Ivory,Light Pink",https://i5.walmartimages.com/asr/726e100e-17e3-467e-a932-7ac4e17eace6_1.dc19301dabbda547addebaa98bdf073e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,42.95
153,Mix No 6,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Beige,https://i5.walmartimages.com/asr/9f4c23b3-c1a7-413d-9bdc-3160e08a2dd7_1.2d4b1ababc96be701b9c61f0b7be4e6f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,5.99
154,FIC,"Flats,Shoes,Women's Shoes,FIC",Blue,http://ak1.ostkcdn.com/images/products/10201484/Blue-Espadrille-Folding-Shoes-49e83352-270e-4edb-84a4-9d6b01fd4dd7_80.jpg,27.99
156,Matt Bernson,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Blue,https://i5.walmartimages.com/asr/ddc51625-ff7c-466f-9a9b-f1d722e28e20_1.4c46357f19bf98eb918f2b66efbadd7c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,129
158,XOXO,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Black,Tan","https://i5.walmartimages.com/asr/00b82849-86f2-4f57-ac60-abe1d81f2c58_1.473f17ac9dcccdfae59512da1d93fd86.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,http://i5.walmartimages.com/dfw/dce07b8c-1606/k2-_574ec1ef-6bae-43fb-a719-9fd0e1f02d06.v3.jpg",59
161,Chinese Laundry,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Blue  Multi,Brown  Multi",https://i5.walmartimages.com/asr/36ada8f7-94d6-40bf-9f04-8e627b61db7f_1.8b8e19e849033b0c69f3ec18600b50af.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,119.95
162,Gameday Boots,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/fe4f826a-eded-42ec-a3bc-afe179a155a4_2.28a6e3a6f5c0b617621e889a8f3e678b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,119
165,MELLOW WALK,"Shoes,Women's Boots,Clothing,Women's Shoes",BlackBlack,https://i5.walmartimages.com/asr/4a87aafc-03d2-4b0f-94f2-d1434fa61bd3_1.9ea7cb16004be913e5d9352832261df6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,118.76
166,Modern Rush,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Silver,https://i5.walmartimages.com/asr/0282f2cd-e93c-4ac2-991b-4f6a86f383e5_1.237d86dfefeedaeb7ea372e1c7bfe931.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,45
167,Enzo Angiolini,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Natural,Red Patent",https://i5.walmartimages.com/asr/d9cf167c-20f8-4256-903f-373c88d0032f_1.07b1101d2bfbcf5da29a4354acb0c515.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,89.99
168,bar III,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Blue,Dark Tan,Brown,Blue Wing Teal",https://i5.walmartimages.com/asr/345abd4d-1588-4c1f-81f6-e7b2dcd526f6_1.4bd3300da6c2ecca3d4da2163f0b65cd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,43.89
169,Luo Luo,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Black,Brown,Coral,Gray,Turqoise",https://i5.walmartimages.com/asr/02b95f99-871e-4fe5-95b6-d5bc4c457bb0_1.fa10edec7ceaaea43173363f4c1697a1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,29.5
170,Belle Sigerson Morrison,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Gray,https://i5.walmartimages.com/asr/854d7782-8f70-4cde-adf9-ea34a5b2bed8_1.d6ca4fa2e946bc6caaa5d6736c8c7948.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,240
171,SummitFashions,"Women's Sandals,Shoes,Women's Shoes,Clothing",Yellow,https://i5.walmartimages.com/asr/e81ede8f-001d-4ff1-92b0-d5f2678103d3_1.5ee2a0cf6c0da62ec32beb9c7882045a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,60.99
172,Lugz,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Golden WheatCreamBarkGum Thermabuck,https://i5.walmartimages.com/asr/f5ae294e-6fc7-4b97-b530-61de5ec3a8fa_1.815bf65186a2215c581c2603d1ad56ff.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,70.95
173,Seychelles,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/24eb6302-bb87-4b37-a5a6-32dfd64a1541_1.d100c5361d42328a857a5d1ac9bd98e8.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,70
174,Heavenly Comfort,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black,https://i5.walmartimages.com/asr/e234e7f0-479a-474f-9522-1a9da261db93_1.50c82ee03c0bad296e84788e04d9cae2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,69
175,Vionic,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Grey Leopard,Natural Snake,Tan Leopard",https://i5.walmartimages.com/asr/f73d09cd-bcbd-4407-add1-39151d9b8885_1.a41adc0a34763ba36f026ada4d70764a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,129.95
176,Famous Name Brand,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Beige,https://i5.walmartimages.com/asr/ae7eccd1-12c7-4c62-b7bd-12be1005dbce_1.773f43f4b833fdad3ddb30be684916c1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,14.99
177,VIA PINKY,"Flats,Shoes,Women's Shoes,Clothing,All Women's Shoes","Beige,Black,Blue,Pink,Yellow",https://i5.walmartimages.com/asr/ceaea2d7-0367-495f-9ffe-8690be6ddd48_1.060b2ac184750a78f65b6e5267b12b4d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,25.99
178,Isaac Mizrahi,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Gray,https://i5.walmartimages.com/asr/dee3cdaf-2505-4012-ae82-5f7e4c92a6a9_1.687f0263db5c1800ea48e147a28f168b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,135
179,Tsubo,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Orange,Red",https://i5.walmartimages.com/asr/b47194eb-b691-42ea-a5f8-13302df29675_1.46d85ba70c65842c97327a2f466c6c9d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,100
180,Cole Haan,"Clothing,Shoes,Women's Shoes,Women's Casual Shoes","Gold Metallic,Marble Ivory",https://i5.walmartimages.com/asr/3f66c3b7-5869-4e77-a442-05f6b5b43b7a_1.72705cbe32b9df21ffd485f3a792887b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,198
182,Mizuno,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Purple,https://i5.walmartimages.com/asr/85252d2d-844f-465a-bbb3-d83019ab6577_1.e8717442263da992d258c2c0ca5019d9.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,120
184,Donald J Pliner,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/16092fd4-5c14-414d-865a-4bc8356ca552_1.ee0202e386740f4cd07db7a6961a1d14.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,198
185,Allegra K,"Shoes,Women's Shoes,Clothing,All Women's Shoes","White,Black,Pink",https://i5.walmartimages.com/asr/002fd92f-73e4-40db-8ae1-29ce17e541f6_1.8b9ca1dd01e8e13dec5e857b8b40449a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,71.99
187,Fidji,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,https://i5.walmartimages.com/asr/88bf666d-f7c0-4370-8ff6-e6ff405f4d58_1.e721a75e6f0c270224cea94879644d97.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,189
190,Tredsafe,"Shoes,Clothing,Women's Shoes,All Women's Shoes","Black,Grey",https://i5.walmartimages.com/asr/963e8325-6d8b-4bcb-9b57-769d58b46151_1.b559bebeb7c7647721393a1be1257340.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,22.68
191,INC International Concepts,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black,https://i5.walmartimages.com/asr/1b6276bf-5f0d-45d3-961c-b27e3d619994_1.9c42b461cc07aed21f5082b55cd55d18.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,60
194,Sandal King,"Women's Sandals,Shoes,Clothing,Women's Shoes","Blue,Black,Pink,Clear,Silver",https://i5.walmartimages.com/asr/c555222f-f7a6-46e1-a947-506fe47dea42_1.7c6bb07edb95bad287e691e52a2f68d7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,6.95
195,Gabor,"Sandals,Shoes,Women's Shoes,Clothing,All Women's Shoes","Black Nubuck,Silk Nubuck",https://i5.walmartimages.com/asr/6e105dbc-a509-4d67-ae04-24ed6ccb8f67_1.11e9ed5996340efafc677904c342b6b8.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,188.95
198,Rock & Candy,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,https://i5.walmartimages.com/asr/fe724e51-d599-4192-854e-88c11ef99eeb_1.0da4d7763e829c91f23bb4567fb60d8f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,28.99
202,Bernie Mev,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Lapis,Marble",https://i5.walmartimages.com/asr/26af2868-ee0e-4af4-ba61-7a1c1cb313da_1.8121cb2cc0f411509df7bdd6eb3254d8.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,64.94
204,Charades,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multi-Colored,https://i5.walmartimages.com/asr/1c16951b-67a7-460f-b65a-7ce8795f4571_1.023df36ee9c88cb2567a06f78cfde860.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,23.44
205,Bogs,"Shoes,Clothing,Women's Shoes,All Women's Shoes","White,Black,Sky Blue,Chalk,Pink,Dark Blue,Plum",https://i5.walmartimages.com/asr/71a2b7fe-8d4a-4e7a-a67b-69363af4fcd5_1.2f7f510be2ad1455bf547709ac6ea2c2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,54.95
206,Infinity,"Flats,Shoes,Women's Shoes,Infinity",Silver,http://ak1.ostkcdn.com/images/products/11160755/Memoi-Womens-Sequin-Flip-Flat-1b94b4eb-6a57-452c-9440-3b7d4bfc445e_80.jpg,31.99
208,The Highest Heel,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Black,Silver",https://i5.walmartimages.com/asr/49284726-2aef-48b8-aa32-cf10d3ff358f_1.8aec10771591e7c61bae1bbeed17cce2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,70.99
212,Adrienne Vittadini,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,https://i5.walmartimages.com/asr/b2b2f762-7044-435f-ba0c-e782aa312034_1.4eebc0ad68f1e85aeb2302ff8fedb262.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,79
213,Reiker,"Women's Sandals,Shoes,Women's Shoes,Clothing",Pistachio,https://i5.walmartimages.com/asr/c5e5bf0e-a79e-4fbd-ba0c-b52c37016ad0_1.de1c766acf2318d464b5ef7405786346.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,76.8
214,Mia Heritage,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Beige,"https://i5.walmartimages.com/asr/9b3ae7d1-0d94-4ae3-a832-c21746daecc0_1.b01dec5da13c9203a0b950d15b8a977c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,http://i5.walmartimages.com/asr/e13124cc-c293-435b-917c-075d89a65e47_1.be594609ff48b6a4b29934165875f732.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF",80
215,Celeste,"Heels,Shoes,Women's Shoes,Celeste","Black,Purple,White,Black Purple White",http://ak1.ostkcdn.com/images/products/9821097/Nytha-Womens-BonBon-Satin-Bow-Crystal-High-Heels-0e4d2bb7-bc54-4bf1-9e47-4fe6a080af2b_80.jpg,27.44
217,DbDk Fashion,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/3df2f385-5454-4637-8ccf-45fc2d92d563_1.d5acc7521fbe631a40fda373269416dc.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,60
218,Bloch,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Black,Natural",https://i5.walmartimages.com/asr/05149cdf-86b5-4736-b0b5-e8fb20fb8013_1.b1cfba45e906c3f60ca9e07f209d6571.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,101.9
219,Vybe,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Brown,https://i5.walmartimages.com/asr/06ab8ead-8f68-4b50-af50-43f30e19ba60_1.9707e9749fa1b4089dcfb5a37585bf99.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,70
221,MUDD,"Shoes,Women's Shoes,Women's Sandals",Black,http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_228001901,45
223,Corral,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Pink,https://i5.walmartimages.com/asr/0d722eb3-bc7e-4c14-b100-2f0df54ab222_1.c98390abab63f569ccc751cdb1ea533a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,270
224,G.H. Bass & Co.,"Shoes,Women's Boots,Women's Shoes,Clothing","Whiskey,Griffin",https://i5.walmartimages.com/asr/cfee1cf6-4652-415c-9d9a-0c6906ab14cd_1.fa9fe7bfb7b396fbfe4cf7a8db6c2ab6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,54.99
227,Naya,"Women's Casual Shoes,Shoes,Clothing,Women's Shoes",Latte Beige,https://i5.walmartimages.com/asr/94fc5a60-5b47-435e-abb6-545f0025dca6_1.c195c39c1bc4083c68a773018a19fa4a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,38.65
229,De Blossom Collection,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Gold,https://i5.walmartimages.com/asr/fb79dbad-ddf0-4996-a304-adfa5f72e9bd_1.f12f1373fa5f5cd199768ecc8a83b12a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,45
230,Jambu,"Shoes,Clothing,Women's Shoes,All Women's Shoes,Other Slip-Ons",GreySteel Blue RubberMesh,https://i5.walmartimages.com/asr/914852f0-5595-4d27-9562-4c69540003e1_1.9c613b1c729f11adb3faec9adad5401c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,99
231,Dearfoams,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Black,Fresh Pink,Light Heather Grey",https://i5.walmartimages.com/asr/7bd58eaa-66ec-464d-ae4c-fac4c2af9c79_1.f330603bb307868627d46f0839c3652f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,26
232,Birki's,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Wild Rose Nubuck,https://i5.walmartimages.com/asr/be1463b8-dbde-46a4-a218-eb315e7153c3_1.a0a4e671ebfdf76ecf4909c087bf643b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,90
233,Celebrity Pink,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Beige,https://i5.walmartimages.com/asr/7f4780e8-e26f-457d-87c6-d93e9cb036d0_1.ebad92aaeecd5fddfc5e2fee09e93d81.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,16.99
234,Mark Lemp By Walking Cradles,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,https://i5.walmartimages.com/asr/13dc1568-ba3c-4a73-98a7-dcb382fa0e34_1.fe144265757262310013317079887c7a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,80
235,Grazie,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,https://i5.walmartimages.com/asr/37edf07a-1810-4ea3-af3b-f942d5eb3739_1.b5dcbbc484de032f5cede40efd79e156.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,65
236,G Antini,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Silver,http://i5.walmartimages.com/asr/b3f7c3cf-1a6a-4466-8a36-bd34e032434b_1.24c041723bd660cb403b0cb9fb6e192e.jpeg?odnHeight=450&odnWidth=450,58.99
237,All Black,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Beige,https://i5.walmartimages.com/asr/193af19f-f1c6-4863-adc4-08fcdef588c2_1.c458255d125a7bc3e243f29fbf72eab2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,195
238,Ralph Lauren Denim Supply,"Shoes,Women's Boots,Women's Shoes",Brown,http://c.shld.net/rpx/i/s/pi/mp/31583/prod_5437027930?src=http%3A%2F%2Fi1321.photobucket.com%2Falbums%2Fu552%2Fsave50offcom%2FWomensUse%2FShoes%2FRalphLauren%2F2013%2F122713DenimSupply%2FIMG_0187_zpsf220a5ed.jpg%7Eoriginal&d=cfa7dc1b8c06a141fc5ef3993d7447affc31e271,129
239,ADI,"Boots On Sale,Shoes,Women's Shoes,ADI,Boots","Black,Brown,Grey,Pink,Beige,White",http://ak1.ostkcdn.com/images/products/2691136/Journee-Collection-Womens-Cold-weather-Mid-calf-Boot-01161cc5-922b-49dc-9654-193c3d856d3b_80.jpg,39.99
241,GX by Gwen Stefani,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,https://i5.walmartimages.com/asr/87534221-4b61-420d-bc72-fd8194002a3b_1.af58cdb4572afb8d353edde13469408e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,110
246,Carrini,"Shoes,Clothing,Women's Shoes,All Women's Shoes","Black,Wheat",https://i5.walmartimages.com/asr/4d36d11d-f0ba-4b1d-87e1-002299d7da4d_1.bc35d8b1fd932985c1497441e60ea808.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,38.88
247,Mezzo,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Silver,https://i5.walmartimages.com/asr/89febd54-95dd-4994-8b34-11c7405e726b_1.9ef92e648285d62e344ec466ae7bca71.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,95
249,I HEART COLLECTION,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Black,Bronze,Silver",https://i5.walmartimages.com/asr/ebd01635-371a-4e5f-aa09-3cb1b94b2d9c_1.dd75888ed5d5afe67dd0f81b5070ed3a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,25.49
253,Wild Pair,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Green,https://i5.walmartimages.com/asr/e044803f-2001-473f-9337-6768652cddfa_1.6dcfa7b46bcd8942478797fc542afa0b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,40
255,Op,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Natural,Chambray","https://i5.walmartimages.com/asr/404cdff9-424b-421e-845e-611880205a78_1.a7c44ede666d9578eeb089d81f0fa93f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/56fa0cb4-9fb6-4f19-9a49-fbd57da8ad2b_1.2dd6d1c33d0aade25051b2674f8ae0aa.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF",7.98
